"Prodi","Topik Soal","Kategori Materi","Materi Soal","Tipe Soal","Soal","Deskripsi Soal","A","B","C","D","E","Jawaban"
"Kedokteran","Ilmu Bedah","Ilmu Bedah","Undesensus Testis","pmb","Seorang anak laki-laki berusia 3 tahun dibawa ibunya ke puskesmas setelah ibu menemukan bahwa skrotum anaknya kosong saat sedang memandikan anaknya tersebut. Setelah dilakukan pemeriksaan fisik didapatkan cairan di dalam skrotum dan tidak teraba testis. Apakah pemeriksaan penunjang apakah yang dapat dilakukan untuk menegakkan diagnosis anak ini?","","USG abdomen dan inguinal","USG scrotum","Foto BOF","Rectal toucher","Intravenous pyelografi","A"
"Kedokteran","Ilmu Bedah","Ilmu Bedah","Dx: Varikokel","pmb","Seorang laki-laki berusia 28 tahun datang ke Puskesmas dengan keluhan selangkangan kiri tertarik. Pada pemeriksaan fisik didapatkan genetalia eksterna: sirkumsisi (+), palpasi skrotum kiri didapatkan bentukan seperti cacing. Testis dalam batas normal. Pada pemeriksaan urin lengkap dalam batas normal. Apakah komplikasi yang paling sering pada kasus di atas?","","Tortio testis","Hernia","Spermatokel","Infertilitas","Hidrocele","D"
"Kedokteran","Ilmu Bedah","Ilmu Bedah","","pmb","Seorang laki-laki berusia 40 tahun datang ke poliklinik dengan keluhan nyeri di daerah scrotum sejak 4 hari yang lalu. Sebelumnya penderita tidak pernah sakit seperti ini. Pada pemeriksaan fisik didapatkan tekanan darah 120/80 mmHg, denyut nadi 88x/menit, frekuensi napas 24x/menit dan suhu 38oC. Pada pemeriksaan USG scrotum ditemukan scrotum kanan didapatkan gambaran hipoechoic di daerah epididymis dan ukurannya membesar, gambaran testis masih normal, tak tampak gambaran fluid collection tak tampak gambaran massa, pada scrotum kiri dalam batas normal. Apakah kemungkinan diagnosis yang benar dari gambaran USG pada pasien kasus di atas?","","Orchitis dekstra","Abcess scrotal dextra","Tumor testis","Hidrocele dextra","Epididimitis","E"
"Kedokteran","Ilmu Bedah","Ilmu Bedah","Dx: Tension Pneumothorax","pmb","Seorang laki-laki usia 45 tahun datang ke IGD RS stelah mengalami KLL, pasien tampak sesak dan mengorok. Riwayat terbentur di dada kiri. Kesadaran pasien somnolen. Pada pemeriksaan fisik didaptkan TD 90/60 mmHg, N: 110x/m, RR: 26x/m, S: 36. Pemeriksaan thorax tampak pengembangan hemithorax sinistra tertinggal, suara nafas menurun, perkusi hipersonor, dan didapatkan JVP meningkat. Dokter berencana akan melakukan needle thoracosintesis, dimanakah lokasi insersi jarum?","","ICS II MCL sinistra","ICS II MCL dextra","ICS V MAL sinistra","ICS V MAL dextra","ICS II MAL sinistra","C"
"Kedokteran","Ilmu Bedah","Ilmu Bedah","","pmb","Laki-laki usia 22 tahun datang dengan keluhan gangguan saat berjalan sejak mengalami patah tulang 2 tahun yang lalu. Saat itu disarankan operasi namun pasien tidak mau dan memilih untuk berobat ke dukun. Didapatkan kaki tida bisa dorsofleksi, hipoestesi pada punggung kaki. Pemeriksaan rontgen didapatkan fraktur pada fibula 1/3 proximal. Keluhan yang dialami pasien dikarenakan…","","Peroneal nerve injury","Tibial nerve injury","Malunion fracture","Sindroma kompartemen","Nonunion fracture","E"
"Kedokteran","Ilmu Bedah","Ilmu Bedah","","pmb","Seorang perempuan berusia 25 tahun datang ke Puskesmas dengan keluhan benjolan di pergelangan tangan kanan sisi punggung sejak 1 tahun yang lalu. Benjolan tidak nyeri, benjolan nyeri bila digunakan untuk bekerja (kemeng). Pasien seorang penjual rujak cingur. Pada pemeriksaan didapatkan benjolan berdiameter 1,5 cm, mobile, kenyal seperti kista. Apakah diagnosis yang paling mungkin pada kasus tersebut?","","Fibroma Wrist Dextra","Atheroma Wrist Dextra","Ganglion Wrist Dextra","Lipoma Wrist Dextra","Abses Wrist Dextra","C"
"Kedokteran","Ilmu Bedah","Ilmu Bedah","Susp BPH","pmb","Seorang laki-laki usia 77 tahun datang ke UGD dengan keluhan tidak bisa kencing sejak 1 hari yang lalu. Keluhan disertai nyeri pada perut. Pada pemeriksaan fisik didapatkan suprapubic bulging. Pemeriksaan rectal toucher didapatkan massa membesar arah jam 12, dengan permukaan licin. Apakah tata laksana awal pada kasus tersebut?","","Pemberian analgetik","BNO-IVP","Pasang I.V line","rontgen abdomen 3 posisi","pasang foley catether","E"
"Kedokteran","Ilmu Bedah","Ilmu Bedah","","pmb","Seorang perempuan berusia 36 tahun datang ke UGD RS dengan keluhan nyeri hebat sejak 2 hari yang lalu. Keluhan disertai benjolan pada daerah anus yang mulai muncul ketika hamil anak ke-3 dan memasuki usia kehamilan 6 bulan. Awalnya benjolan di anus bisa masuk spontan, dan pada akhirnya tidak bisa masuk lagi di usia kehamilan 9 bulan sampai sekarang anaknya berusia 3 bulan. Pada pemeriksaan fisik didapatkan tekanan darah 120/70 mmHg. Denyut nadi 90 kali/menit, frekuensi napas 22x/menit, suhu tubuh 36,8oC, massa di rectal di arah jam 3 sampai jam 7, konsistensi lembek dan sangat nyeri bila disentuh, massa tidak dapat di dorong masuk. Apakah diagnosis pada pasien tersebut?","","Hemoroid eksterna","Hemoroid interna grade 1","Hemoroid interna grade 2","Hemoroid interna grade 3","Hemoroid interna grade 4","E"
"Kedokteran","Ilmu Bedah","Ilmu Bedah","","pmb","Seorang laki-laki berusia 17 tahun, dibawa ke unit gawat darurat RS dengan keluhan nyeri sekali pada betis kiri akibat kecelakaan lalu lintas satu jam yang lalu. Ia mengendarai sepeda motor dalam kecepatan tinggi bertabrakan dengan bajaj. Pada pemeriksaan fisik ditemukan pembengkakan, tampak pucat, teraba keras dan mulai parastesia di regio cruris sinistra, tidak ada luka terbuka. Saat dilakukan dorsofleksi jari jari kaki sinistra pasien mengeluh sangat kesakitan. Foto rontgen menunjukkan fraktur di tulang tibia dan fibula kominutif. Dokter menduga telah terjadi sindrom kompartemen. Apakah dasar diagnosis tersebut?","","Parestesia","Tampak pucat","Nyeri dorsofleksi jari kaki","Pembengkakan cruris sinistra","Fraktur tibia dan fibula kominutif","A"
"Kedokteran","Ilmu Bedah","Ilmu Bedah","","pmb","Seorang atlit bola basket datang dengan keluhan nyeri pada lutut kanan sejak 1 minggu yang lalu. Nyeri dirasakan setelah ia berlatih selama 3 jam tanpa henti, padahal dia sudah 3 bulan tidak pernah berlatih. Nyeri semakin berat saat dibuat berlari atau lompat dan dirasakan dibagian bawah tempurung lutut. Dari pemeriksaan Xray tidak ditemukan kelainan. Apakah kemungkinan diagnosis pada kasus diatas?","","Ruptur ACL","Dislokasi genu","Osteoarthritis genu","Jumper’s knee","Ruptur meniscus","D"
"Kedokteran","Ilmu Bedah","Ilmu Bedah","Dx: Labiopalatoschizis","pmb","Seorang bayi laki-laki berusia 1 hari dibawa bidan ke poliklinik RS karena kesulitan menyusu. Bayi baru lahir dengan berat 3500 gram. Pada pemeriksaan fisik ditemukan sumbing pada bibir dan langit-langit unilateral. Apakah tindakan yang paling tepat dilakukan pada kasus ini?","","Repair palatum saat usia 6 bulan","Repair palatum saat usia 10-12 bulan","Rehabilitasi termasuk terapi bicara","Revisi hidung tidak diperlukan","Observasi sampai usia 2 tahun","B"
"Kedokteran","Ilmu Bedah","Ilmu Bedah","","pmb","Pasien laki-laki 24 tahun dirujuk ke rumah sakit oleh klinik pratama setelah pasien mengalami KLL. Telah terpasang neck collar pada pasien. GCS E3V3M4, TD: 80/50, N: 120, RR: 22, S: 36. Pemeriksaan fisik: jejas pada suprapubik, perdarahan aktif dari fraktur terbuka di antebrachii, dan fraktur terbuka femur. Tampak pinggang melebar. Penatalaksanaan yang dilakukan setelah perdarahan terkontrol adalah?","","Resusitasi cairan","Bebat tekan fraktur antebrachii","Bebat tekan fraktur femur","Konsul TS orthopaedi","Pasang kateter","A"
"Kedokteran","Ilmu Bedah","Ilmu Bedah","","pmb","Laki-laki berusia 30 tahun datang ke UGD diantar oleh polisi dengan keluhan nyeri pada tungkai kanan bawah. Pasien merupakan korban kecelakaan lalu lintas 30 menit yang lalu. Pada pemeriksaan kompos mentis, TD 110/70 mmHg, N : 90x/m, R: 22×/m, S: 37 C. Pemeriksaan status lokalis perdarahan di tungkai kanan bawah, terdapat krepitasi dan luka disertai kerusakan jaringan berat. Apa diagnosis kasus tersebut?","","Fraktur terbuka grade 1","Fraktur terbuka grade 2","Fraktur terbuka grade 3a","Fraktur terbuka grade 3b","Fraktur terbuka grade 3c","C"
"Kedokteran","Ilmu Bedah","Ilmu Bedah","","pmb","Seorang pasien laki-laki 28 tahun datang dengan keluhan nyeri pada kaki kirinya. Nyeri dirasakan terutama saat berjalan dan pasien tidak mampu berdiri lama tanpa alat bantu. Diketahui ternyata pasien memiliki riwayat KLL 4 bulan yang lalu dan mengalami fraktur tibia sinistra dan sudah dilakukan pemasangan ORIF. Setalah dilakukan foto Xray didapatkan fraktur tibia belum menyatu sempurna dan tampak gambaran kalus pada bagian patahan. Apakah yang dialami oleh pasien tersebut?","","Fraktur tibia sinistra","Non union fracture","Mal union fracture","Delayed union fracture","Fraktur kruris","D"
"Kedokteran","Ilmu Bedah","Ilmu Bedah","","pmb","Pasien post kecelakaan 2 jam yang lalu dibawa ke UGD, saksi mengatakan bahwa dada terbentur stir mobil. Tanda vital 120/80 N 80 x/m RR 22 x/m. Pada pemeriksaan fisik ditemukan jejas pada dada, suara vesikuler menurun, perkusi redup. Radiologi ditemukan fraktur iga 5-6 dan air fluid level. Diagnosis?","","Hematothorax","Pneumothorax","Hematopneumothorax","Efusi pleura","Tension pneumothorax","C"
"Kedokteran","Ilmu Bedah","Ilmu Bedah","","pmb","Perempuan usia 68 tahun datang ke UGD dengan keluhan kembung dan muntah sejak 2 hari ini. Disertai juga dengan tidak bisa BAB sejak 3 hari. Pemeriksaan fisik KU lemah, TD 110/80 mmHg, nadi 112x/m, RR 28x/m, suhu 37°C. Pemeriksaan abdomen ditemukan bising usus meningkat, metallic sound (+), borborygmi (+). Gambaran apakah yang diharapkan dari hasil foto BNO 3 posisi?","","Udara bebas dibawah diafragma","Coffee bean sign","Double bubble sign","Line up sign","Step ladder sign",""
"Kedokteran","Ilmu Bedah","Ilmu Bedah","","pmb","Laki-laki usia 32 tahun datang setelah KLL diantar temannya dengan keluhan lengan kiri tidak bisa digerakkan. Pasien jatuh dengan lengan kiri tertimpa motor. Didapatkan nyeri dan tampak deformitas. Hasil x-ray menunjukkan gambar tertentu. Apa diagnosis pasien tersebut?","","Fraktur avulsi","Fraktur greenstick","Fraktur transversal","Fraktur spiral","Fraktur kompresi","D"
"Kedokteran","Ilmu Bedah","Ilmu Bedah","","pmb","Seorang wanita usia 63 tahun jatuh dari sepeda motor dan menapak dengan telapak tangan kanan. Pergelangan tangan kanan terasa nyeri dan bengkak. Pada pemeriksaan radiologi didapatkan fraktur transversal pada tulang radius 2 cm proksimal dari garis sendi, ujung tulang menuju arah dorsal, angulasi arah radius, dan avulsi proc styloideus ulna. Apa jenis fraktur yang dialami wanita tersebut","","Fraktur monteggia","Fraktur galeazzi","Fraktur smith","Fraktur colles","Shift fracture","D"
"Kedokteran","Ilmu Bedah","Ilmu Bedah","","pmb","Pasien laki-laki, 31 tahun datang dengan keluhan nyeri pada jari tengah tangan kiri. Riwayat terkena sekrup kecil saat bekerja 1 minggu yang lalu. Pasien tidak bisa meluruskan jari, nyeri semakin bertambah saat pasien mencoba meluruskan jari. Tampak pus keluar dari luka pada sendi PIP digiti III sinistra. Laboratorium: leukosit 16.000/mm3, trombosit 413.000/mm3, Hb 13,2g/dL. Diagnosis?","","Tendinitis","Osteomyelitis","Tenosynovitis","Arthritis septic","Gout arthritis","D"
"Kedokteran","Ilmu Bedah","Ilmu Bedah","Appendicitis","pmb","Laki-laki 40 tahun datang ke FKTP dengan keluhan nyeri perut kanan bawah sejak 6 jam yang lalu. Sebelumnya pasien mengeluhkan nyeri di daerah ulu hati yang ketika diberi obat tidak membaik, nyeri kemudian berpindah ke kanan bawah. Pemeriksaan fisik menunjukkan TD 130/90, HR 110x/menit, RR 26x/menit, suhu 38.2°C, nyeri tekan kuadran kanan bawah positif. Hasil lab menunjukkan leukosit 18.000/µL. Tatalaksana apakah yang menjadi penanganan definitif?","","USG abdomen","Pemberian antibiotik","Appendictomy","Appendicogram","Pemberian antibiotik dan antinyeri","C"
"Kedokteran","Ilmu Bedah","Ilmu Bedah","","pmb","Laki-laki 37 tahun diantar ke UGD karena kecelakaan saat mengendarai mobil. Tanda vital TD: 140/100, Nadi 91x/m, RR 20x/m. Pasien tampak bingung namun masih bisa menjalani pemeriksaan dengan kooperatif. Tidak didapatkan defisit neurologis. Dari pemeriksaan CT Scan didapatkan hasil dalam batas normal. Diagnosis yang mungkin adalah?","","Komusio serebri","Kontusio serebri","Epidural hematom","Subdural hematom","Perdarahan subarachnoid","A"
"Kedokteran","Ilmu Bedah","Ilmu Bedah","","pmb","Seorang anak 7 th diantar orang tuanya ke IGD RS dengan keluhan patah tulang pada paha kanan. Orang tua mengeluh anak sering mengalami patah walau hanya dengan benturan ringan. Pada pemeriksaan fisik didapatkan tulang femur pipih dan bowing. Pada pemeriksaan radiologi didapatkan fraktur. Apakah diagnosis kasus tsb?","","Osteogenesis imperfecta","Osteomalacia","Poliomyelitis","Ricketsia","Achondroplasia","A"
"Kedokteran","Ilmu Bedah","Ilmu Bedah","","pmb","Tn. B 30 tahun datang ke IGD dengan keluhan nyeri perut kanan bawah dan demam sejak 3 hari yang lalu. Nyeri awalnya dirasakan di ulu hati. Pada pemeriksaan tanda vital ditemukan TD 110/70mmHg, Nadi 110x/menit, RR 22x/menit, suhu 38,6°C. Pada pemeriksaan fisik psoas sign (+), obturator sign (-). Berdasarkan pemeriksaan fisik tersebut, apakah diagnosis beserta dengan letak kelainan tersebut?","","Chron’s disease, retrocaecal","Colitis ulcerative rectosigmoid","Appendicitis acute, pelvic","Appendicitis acute, retrocaecal","Appendicitis acute, tidak dapat ditemukan","D"
"Kedokteran","Ilmu Bedah","Ilmu Bedah","","pmb","Seorang pasien usia 30 tahun datang dengan keluhan dada sering terasa panas. Pasien sering mengeluh mual dan muntah. Pasien seringkali memuntahkan makanan yang baru dimakannya. Ada gambar rontgen dengan barium terdapat penyempitan pada bagian bawah esofagus. Diagnosisnya?","","Atresia esophagus","Achalasia","Hernia","Hemothoraks","Hypertrophy pyloric stenosis","B"
"Kedokteran","Ilmu Bedah","Ilmu Bedah","Komusio cerebri","pmb","Laki-laki 37 tahun diantar ke UGD karena kecelakaan saat mengendarai mobil. Tanda vital TD: 140/100, Nadi 91x/m, RR 20x/m. Pasien tampak bingung namun masih bisa menjalani pemeriksaan dengan kooperatif. Tidak didapatkan defisit neurologis. Dari pemeriksaan CT Scan didapatkan hasil dalam batas normal. Apa tatalaksana selanjutnya pada pasien?","","Injeksi Mannitol 20% IV","Berikan O2 nasal canule 3 lpm","Berikan O2 nasal canule dan rehidrasi RL intravena","Terapi simptomatis","Observasi 3-8 jam dan terapi simptomatis","E"
"Kedokteran","Ilmu Bedah","Ilmu Bedah","Batu Staghorn","pmb","Pria 40 tahun datang ke IGD dengan keluhan nyeri pinggang kiri. Riwayat BAK bercampur darah dan pasir. Pemeriksaan fisik didapatkan TD 110/80mmHg, N89x/m, S:36°C. Dari hasil pemeriksaan BNO IVP didapatkan adanya batu berbentuk tanduk rusa di ginjal kanan. Apa penatalaksanaan yang tepat pada pasien ini?","","Percutaneous Nephrolithotomy (PNL)","Extracorporeal Shockwave Lithotripsy (ESWL)","Ureterorenoscopy (URS)","Medical expulsive therapy (MET)","Open Nefrolitotomi","E"
"Kedokteran","Ilmu Bedah","Ilmu Bedah","Dx: Paraphimosis","pmb","Anak usia 8 tahun datang ke IGD RS dengan keluhan sangat nyeri di penis. Dari pemeriksaan didapatkan preputium penis tertarik ke proksimal korona penis, disertai edema penis. Apa tatalaksana yang tepat pada kasus di atas?","","Dorsum slit","Pemberian antibiotik topikal","Pemasangan kateter folley","Pemberian kortikosteroid topikal","Kompres dingin dengan NaCl","A"
"Kedokteran","Ilmu Bedah","Ilmu Bedah","2ccX18%X50","pmb","Laki-laki 43 tahun, BB = 50 kg datang dengan keluhan luka bakar pada perut dan dada. Didapatkan luka kemerahan dengan bulae (+). TD = 120/80, Nadi 88x/menit, S = 36,9°C, RR = 20x/m. Berapakah cairan yang harus diberikan?","","2700 pada 8 jam pertama, 3600 pada 16 jam selanjutnya","2700 pada 8 jam pertama, 2700 pada 16 jam selanjutnya","1800 pada 8 jam pertama, 1800 pada 16 jam selanjutnya","1800 pada 8 jam pertama, 900 pada 16 jam selanjutnya","900 pada 8 jam pertama, 900 pada 16 jam selanjutnya","E"
"Kedokteran","Ilmu Bedah","Ilmu Bedah","(Meningeal sign = SAH = star sign)","pmb","Pasien 35 tahun datang ke IGD dengan penurunan kesadaran setelah terjatuh dari lantai 3. Pasien sempat mengeluhkan nyeri kepala hebat dan muntah hingga kemudian tidak berespon. Dari pemeriksaan fisik didapatkan TD 200/110, Nadi 51x/m, RR 15x/m, dan kaku kuduk (+). Gambaran CT Scan yang paling mungkin?","","Bikonveks","Bikonkaf","Berkelok mengikuti gyrus","Crescent","Petekie parenkim","C"
"Kedokteran","Ilmu Bedah","Ilmu Bedah","","pmb","Bayi laki-laki usia 3 bulan dibawa ke dokter karena nampak panjang kaki tidak sama. Dari pemeriksaan, tampak lipatan pada paha bayi berbeda, dan kaki kanan bayi tampak lebih lemas dibanding sisi lainnya. Ibu pasien mengatakan pasien sering diasuh neneknya dan dibedong dengan erat. Ortolani test (-), Barlow test (+). Diagnosis pada bayi?","","Displasia panggul","Fraktur femur","Fraktur acetabulum","Deformitas varus","Deformitas valgus","A"
"Kedokteran","Ilmu Bedah","Ilmu Bedah","Gangguan hemodinamik!!","pmb","Laki-laki 25 tahun dibawa ke UGD karena sepeda motornya ditabrak sepeda motor lain dari arah samping. Dari pemeriksaan pasien sadar penuh, terdapat patah tulang femur kanan tertutup dan luka babras pada lengan atas sebelah kiri. TD 80/60 ; N 120x/m, RR 22x/m. pasien tampak pucat dan akral dingin. kategori triase?","","Biru","Hijau","Hitam","Kuning","Merah","E"
"Kedokteran","Ilmu Bedah","Ilmu Bedah","","pmb","Seorang laki-laki 20 tahun datang ke IGD dengan keluhan nyeri pada pergelangan tangan kanan setelah mengalami kecelakaan 1 jam yang lalu. TTV dalam batas normal, status lokalis pada pergelangan tangan kanan ditemukan krepitasi dan garden-spade deformity. Diagnosis yang paling mungkin terjadi adalah?","","Colles fracture","Galeazi fracture","Dislokasi wrist","Goyrand fracture","Antebrachii fracture","D"
"Kedokteran","Ilmu Bedah","Ilmu Bedah","Atresia Ani","pmb","Seorang bayi baru lahir 2 hari dibawa ibunya ke UGD karena tidak mengeluarkan BAB dalam 2 hari. Riwayat kehamilan dan persalinan normal. Dari pemeriksaan fisik ditemukan distensi abdomen serta tidak memiliki anus. Pemeriksaan radiologi yang dilakukan adalah?","","Invertogram","MRI","USG","CT-Scan","Barium enema","A"
"Kedokteran","Ilmu Bedah","Ilmu Bedah","","pmb","Pada soal no. 84 kemudian bayi dilakukan pemeriksaan foto polos dengan posisi bayi dibalik (kepala dibawah) dan diletakkan koin pada daerah yg seharusnya menjadi lubang anus. Kemudian dihitung jaraknya dari udara rektum, sejauh 2,5cm. Diagnosis pada pasien adalah?","","Atresia biliaris","Atresia anii letak tinggi","Atresia anii letak rendah","Ileus obstruktif","Atresia rectum","B"
"Kedokteran","Ilmu Bedah","Ilmu Bedah","","pmb","Seorang laki-laki usia 35 tahun dibawa ke IGD RS karena sulit menggerakkan kedua tungkai. Keluhan dirasakan setelah kecelakaan lalu lintas. Tidak ada gangguan BAB dan BAK pada pasien. MMT pasien 4. Tidak ada gangguan lain selain motorik pada kedua ekstremitas bawah pasien. Klasifikasi cedera medula spinalis menggunakan ASIA skor adalah…","","Grade A","Grade B","Grade C","Grade D","Grade E","D"
"Kedokteran","Ilmu Bedah","Ilmu Bedah","","pmb","Bayi usia 5 hari datang dibawa ibunya ke IGD karena tampak lemas. Menurut orang tuanya pasien tidak mau menyusu. Pada pemeriksaan penunjang di dapatkan gambaran double bubble. Diagnosis yang tepat adalah?","","Atresia intestinal","Duodenal Web","Malrotasi intestinal","Hirschsprung disease","Atresia esofagus","B"
"Kedokteran","Ilmu Bedah","Ilmu Bedah","Dx: Epididimitis","pmb","Laki-laki usia 35 thn datang ke dokter dengan keluhan nyeri buah zakar sejak 2 hari yang lalu. Dari pemeriksaan fisik, teraba testis hangat dan nyeri. Dilakukan pemeriksaan dengan mengangkat testis dan pasien merasa nyeri berkurang. Apakah interpretasi pemeriksaan tersebut?","","Phren test (+)","Phren test (-)","Kremaster test (+)","Kremaster test (-)","Thompson test (-)","A"
"Kedokteran","Ilmu Bedah","Ilmu Bedah","Susp. Ca Prostat","pmb","Laki-laki usia 63 th datang dengan keluhan sulit untuk berkemih. Ketika berkemih dirasa harus mengejan. Dilakukan pemeriksaan fisik didapatkan prostat membesar, keras, berdungkul-dungkul. Pemeriksaan penunjang yang akan direncanakan untuk menegakkan diagnosis adalah?","","PSA","Ca 125","M-52","Ca 19-9","AFP","A"
"Kedokteran","Ilmu Bedah","Ilmu Bedah","","pmb","Seorang perempuan berusia 40 tahun, datang dengan keluhan demam sejak 3 hari terakhir. Pasien juga mengeluhkan nyeri abdomen kuadran kanan atas. Pemeriksaan vital sign didapatkan tekanan darah 130/90 mmHg, suhu 39°C, RR 16 x/menit, nadi 92 x/menit. Pemeriksaan fisik didapatkan Murphy sign (+), sklera ikterik (-). Pemeriksaan laboratorium angka Leukosit 14.000/mm³. Diagnosis yang tepat adalah","","Kolelitiasis","Koledokolitiasis","Kolesistitis","Abses hepar","Kolangitis","C"
"Kedokteran","Ilmu Bedah","Ilmu Bedah","","pmb","Seorang laki-laki berusia 20 tahun dibawa ke UGD keluhan tiba-tiba mengalami penurunan kesadaran. Sebelumnya disebutkan bahwa pasien mengeluh sakit kepala hebat. Tanda vital pasien saat diperiksa adalah kesadaran kompos mentis TD 110/70, nadi 100, suhu 37, dan RR 20. Riwayat kecelakaan tertimpa besi 5 jam yang lalu. Pada pemeriksaan neurologis didapatkan kaku kuduk. Pemeriksaan CT scan menunjukkan adanya gambaran hiperdens di daerah sisterna supraselar. Diagnosis?","","Perdarahan epidural","Perdarahan subdural","Perdarahan subaraknoid","Perdarahan intra serebral","Perdarahan subgaleal","C"
"Kedokteran","Ilmu Bedah","Ilmu Bedah","Tortikolis","pmb","Bayi laki-laki usia 1 bulan dibawa oleh orang tuanya ke puskesmas dengan keluhan terus menerus mengok ke kiri sejak lahir. Pasien lahir secara normal per vaginam ditolong oleh bidan di puskesmas. Pemeriksaan penunjang apakah yang dapat dilakukan untuk mendiagnosis keluhan tersebut?","","MRI","CT scan tanpa kontras","Rontgen","USG","CT scan dengan kontras","A"
"Kedokteran","Ilmu Bedah","Ilmu Bedah","","pmb","Pasien perempuan usia 41 tahun datang dengan keluhan nyeri perut bagian tengah menjalar ke punggung 1 hari yang lalu. Dari pemeriksaan, TD 140/90, N 93x, Suhu 37,9°C, sklera ikterik, mual(+), muntah(+), nyeri tekan saat menarik nafas(+). Dari hasil lab didapatkan peningkatan serum amilase dan lipase. Apa diagnosis yang memungkinkan?","","Kolangitis","Kolesistitis","Pankreatitis","Kolesistisis","Koledokolitiasis","C"
"Kedokteran","Ilmu Bedah","Ilmu Bedah","Dx: BPH","pmb","Seorang laki-laki usia 58 tahun datang dengan keluhan tidak bisa kencing. Pasien mengatakan sering mengedan untuk bisa kencing. Pada pemeriksaan rectal toucher didapatkan sfingter ani menjepit kuat, prostat teraba kenyal, tidak berdungkul-dungkul, pole atas tidak teraba. Pada pemeriksaan PSA didapatkan hasilnya 3,6 dan IPSS : 34. Lokasi yang paling sering terlibat adalah?","","Zona transisional","Zona perifer","Zona perivaskuler","Zona transisional dan perifer","Zona perifer dan perivaskuler","A"
"Kedokteran","Ilmu Bedah","Ilmu Bedah","Omphalocele","pmb","Bayi laki-laki usia 1 hari dibawa ke RS karena usus berada di luar perut sejak lahir. Pasien lahir di klinik bersalin saat usia 7 bulan secara spontan dengan BB lahir 2600 gram. Ketika lahir tampak usus pasien berada diluar perut yang terbungkus oleh selaput tipis dan bening. Diketahui ibu bayi adalah seorang perokok. Apa penatalaksanaan awal untuk kasus tersebut?","","Umbilikoplasti","Antibiotik","Kompres NaCl","Skin flop","Eksisi selaput","C"
"Kedokteran","Ilmu Bedah","Ilmu Bedah","","pmb","Seorang laki-laki, 26 tahun, korban kecelakaan lalu lintas dibawa ke UGD oleh warga. Pada pemeriksaan didapatkan mata tidak terbuka dengan rangsangan nyeri, mengeram, dan gerakan ekstensi abnormal. GCS pasien adalah...","","E3V3M2","E2V2M3","E1V2M2","E1V2M3","E1V3M2","C"
"Kedokteran","Ilmu Bedah","Ilmu Bedah","","pmb","Pria, 43 th dibawa ke IGD RS 3 jam setelah kecelakaan lalu lintas dengan penurunan kesadaran dan terdapat jejas di perut bawah. TD 70/palpasi, N 121x, RR 23x, suhu 37,5°C. Ketika dilakukan pemeriksaan radiologi dengan kontras, didapatkan ekstravasasi ke lumen usus dan perirenal inferior. Diagnosis?","","Ruptur buli derajat 1","Ruptur buli derajat 2","Ruptur buli derajat 3","Ruptur buli derajat 4","Ruptur buli derajat 5","E"
"Kedokteran","Ilmu Bedah","Ilmu Bedah","","pmb","Seorang laki-laki, usia 30 tahun datang dengan keluhan sesak sejak 2 jam yang lalu. Pasien riwayat kecelakaan tertabrak stang motor. Pada pemeriksaan fisik didapatkan TD : 90/70 mmHg, HR: 100x/m, RR: 40x/m. deviasi trakea ke kiri, pada palpasi dada kanan tertinggal, perkusi hipersonor, auskultasi didapatkan suara nafas pada dada kanan menghilang. Diagnosis?","","Pneumothorax","Hematothorax","Efusi pleura","Tamponade jantung","Tension pneumothorax","E"
"Kedokteran","Ilmu Bedah","Ilmu Bedah","Hirschprung","pmb","Seorang bayi usia 3 hari datang diantar ibunya dengan keluhan tidak BAB sejak lahir. Saat RT didapatkan feses menyemprot. Lokasi tersering kasus ini adalah?","","Rectosigmoid","Kolon asenden","Kolon transversum","Kolon desenden","Caecum","A"
"Kedokteran","Ilmu Bedah","Ilmu Bedah","","pmb","Laki-laki, usia 34 tahun, datang dengan keluhan diare, BAB berdarah, dan nyeri perut. Pada pemeriksaan fisik tekanan darah 110/70, nadi 80x/m, temp 37,5. Pada pemeriksaan kolonoskopi dijumpai inflamasi kontinu mulai dari rektum sampai kolon sigmoid. Pada histopatologi dijumpai distorsi crypt dan hiperemis di lamina propia. Apa diagnosis pasien?","","Kolitis ulseratif","Kolitis pseudomembran","Chron disease","Ileus obstruktif","Ca colon","A"
