"Prodi","Topik Soal","Kategori Materi","Materi Soal","Tipe Soal","Soal","Deskripsi Soal","A","B","C","D","E","Jawaban"
"kedokteran","Ilmu Kesehatan Mata","Ilmu Kesehatan Mata","ENDOFTALMITIS (2), PANOFTALMITIS (2)","pmb","Seorang pasien berusia 60 tahun datang dengan keluhan mata kanan merah dan buram sejak 2 hari yang lalu. Riwayat satu minggu yang lalu pasien operasi katarak dan penglihatannya membaik. Pemeriksaan mata saat ini didapatkan injeksi konjungtiva dan injeksi siliar positif, hipopion positif, kornea keruh, lain-lain tidak dapat dinilai. Hambatan dan nyeri gerak bola mata positif. Apakah diagnosis pasien tersebut?","","Uveitis anterior","Panuveitis","Endoftalmitis","Panoftalmitis","Ulkus kornea cum hipopion","D"
"kedokteran","Ilmu Kesehatan Mata","Ilmu Kesehatan Mata","Lensa Lepas dari Zonula Zinii","pmb","Seorang laki-laki berusia 24 tahun datang dengan keluhan pandangan mata kiri kabur disertai mata merah sejak satu setengah jam yang lalu setelah terkena bola tenis. Dari hasil pemeriksaan didapatkan visus Oculi Sinistra 1/60 dan ditemukan tremorous lens. Diagnosis?","","Subluksasi lensa","Ektopia lentis","Katarak traumatik","Hifema","Glaukoma akut","A"
"kedokteran","Ilmu Kesehatan Mata","Ilmu Kesehatan Mata","Klasifikasi Katarak Senile","pmb","Seorang laki-laki berusia 70 tahun datang dengan keluhan pandangan kabur. Pandangan kabur dirasakan perlahan semakin lama semakin berat sejak 1 tahun terakhir. Riwayat Diabetes Melitus dan Hipertensi positif. Dari pemeriksaan didapatkan Visi Oculi Dextra 2/60 Visi Oculi Sinistra 1/300. Lensa Oculi Dextra keruh sebagian, shadow test positif. Lensa Oculi Sinistra keruh rata, shadow test pseudo positif, tampak nukleus di bagian bawah. Diagnosis?","","Katarak imatur Oculi Dextra dan katarak matur Oculi Sinistra","Katarak matur Oculi Dextra dan katarak hipermatur Oculi Sinistra","Katarak imatur Oculi Dextra dan katarak hipermatur Oculi Sinistra","Katarak imatur Oculi Dextra dan subluksasi lensa Oculi Sinistra","Katarak matur Oculi Dextra dan luksasi lensa Oculi Sinistra","C"
"kedokteran","Ilmu Kesehatan Mata","Ilmu Kesehatan Mata","Katarak e.c Iridosiklitis","pmb","Wanita 30 tahun datang ke poliklinik mata dengan keluhan mata kanan kabur sejak 2 bulan yang lalu, mata merah dirasakan berulang pada beberapa minggu ini. Visi 2/60 tidak maju dengan pinhole, konjungtiva bulbi tenang, Camera Oculi Anterior dangkal, keratic presipitat positif, iris sinekia posterior, lensa keruh tidak rata, tekanan bola mata normal per palpasi. Katarak yang terjadi pada pasien adalah?","","Katarak immatur","Katarak matur","Katarak komplikata","Katarak traumatik","Katarak juvenil","C"
"kedokteran","Ilmu Kesehatan Mata","Ilmu Kesehatan Mata","Klasifikasi Glaukoma","pmb","Seorang laki-laki berusia 50 tahun datang dengan keluhan penurunan penglihatan sejak 2 tahun yang lalu. Makin lama makin berat. Sering berjalan menabrak-nabrak. Nyeri dirasakan hilang timbul. Pasien pernah periksa ke dokter dan didiagnosa katarak namun pasien menolak untuk dioperasi. Dari pemeriksaan didapatkan lensa keruh mencembung dan tampak mendorong iris, Camera Oculi Anterior dangkal, Funduskopi didapatkan Cup Disk Ratio 0,8, Tekanan Intraokular 28 mmHg. Diagnosis?","","Katarak imatur dengan glaukoma fakomorfik","Katarak matur dengan glaukoma fakolitik","Katarak hipermatur dengan glaukoma fakomorfik","Katarak imatur dengan subluksasi lensa","Katarak hipermatur dengan subluksasi lensa","A"
"kedokteran","Ilmu Kesehatan Mata","Ilmu Kesehatan Mata","Katarak Sekunder","pmb","Seorang anak laki-laki berusia 12 tahun datang dengan keluhan kedua mata kabur. Kabur dirasakan perlahan dan semakin lama semakin memberat disertai keluhan silau jika terkena cahaya pada saat siang hari. Keluhan tidak disertai dengan mata merah dan gatal. Sejak usia 7 tahun, pasien sering merasa gatal dan merah pada kedua matanya terutama pada siang hari. Pasien telah berobat ke dokter dan diberi obat tetes mata yang dokter katakan tidak boleh digunakan dalam jangka panjang. Setelah itu pasien tidak pernah kontrol dan hanya meneruskan obat tersebut dengan membelinya sendiri di apotek. Dari hasil pemeriksaan oftalmologis didapatkan Visi Oculi Dextra Sinistra 6/60, terdapat gambaran lensa yang keruh pada subkapsular posterior. Apakah penyebab kelainan di atas?","","Kelainan kongenital","Kelainan perkembangan lensa","Penggunaan antihistamin jangka panjang","Penggunaan antibiotik jangka panjang","Penggunaan steroid jangka panjang","E"
"kedokteran","Ilmu Kesehatan Mata","Ilmu Kesehatan Mata","Dx. Katarak","pmb","Wanita usia 60 tahun datang dengan keluhan pandangan kedua mata kabur. Pada pemeriksaan fisik didapatkan Visi Oculi Dextra 1/60 Visi Oculi Sinistra 5/60, segmen anterior tenang, didapat lensa mata kanan keruh, merata, mata kiri keruh tidak merata. Terapi yang disarankan?","","Tetes mata glaukoma","Tetes mata midriatik","Tetes mata antibiotik","Koreksi visus dengan kaca mata","Ekstraksi katarak dan implantasi Intra Ocular Lens","E"
"kedokteran","Ilmu Kesehatan Mata","Ilmu Kesehatan Mata","Katarak Sekunder","pmb","Pasien berusia 65 tahun datang dengan keluhan pandangan kabur perlahan. Riwayat Diabetes Melitus positif 5 tahun tidak rutin kontrol. Dari pemeriksaan didapatkan Visi Oculi Dextra Sinistra 1/60 pinhole negatif. Lensa keruh tidak rata seperti gambaran kepingan salju. Diagnosis?","","Katarak imatur","Katarak matur","Katarak hipermatur","Katarak diabetika","Katarak traumatika","D"
"kedokteran","Ilmu Kesehatan Mata","Ilmu Kesehatan Mata","Glaukoma akut","pmb","Seorang perempuan berusia 65 tahun datang dengan keluhan nyeri pada mata kanan disertai pandangan kabur, merah, pusing, mual, dan muntah. Pemeriksaan visus Oculi Dextra 1/300, Tekanan Intraokular 47 mmHg, injeksi campuran positif, kornea edema positif. Tatalaksana awal adalah?","","Timolol 0,5%","Acetazolamid 250 mg","Prostaglandin analog","Steroid tetes mata","Acetazolamid 500 mg","E"
"kedokteran","Ilmu Kesehatan Mata","Ilmu Kesehatan Mata","Glaukoma","pmb","Seorang wanita berusia 55 tahun datang dengan keluhan pandangan kabur dan sering menabrak benda di sekitarnya. Didapatkan juga keluhan nyeri pada mata dan sering pusing. Visi Oculi Dextra Sinistra 6/9. Dari pemeriksaan Tekanan Intraokular didapatkan Oculi Dextra 16 mmHg Oculi Sinistra 14 mmHg. Segmen anterior tenang, Camera Oculi Anterior dalam. Dari pemeriksaan funduskopi didapatkan Cup Disk Ratio Oculi Dextra Sinistra 0,8. Hasil perimetri tunnel vision. Riwayat Diabetes Melitus dan Hipertensi positif. Diagnosis?","","Glaukoma akut sudut terbuka","Glaukoma akut sudut tertutup","Glaukoma kronis sudut terbuka","Glaukoma kronis sudut tertutup","Glaukoma sekunder","C"
"kedokteran","Ilmu Kesehatan Mata","Ilmu Kesehatan Mata","Glaukoma Akut","pmb","Seorang perempuan berusia 65 tahun datang dengan keluhan nyeri mata kanan mendadak disertai muntah sejak 1 jam yang lalu. Pada pemeriksaan didapatkan injeksi konjungtiva dan perikornea, edema kornea, sudut bilik mata dangkal, pupil mid dilatasi, lensa agak keruh, refleks cahaya negatif. Pemeriksaan lanjutan untuk menunjang diagnosa tersebut adalah?","","Pemeriksaan slitlamp untuk melihat sudut iridokornea","Pemeriksaan funduskopi untuk melihat papil cupping","Pemeriksaan Schiotz untuk mengukur Tekanan Intraokular","Pemeriksaan perimetri untuk melihat defek lapang pandang perifer","Pemeriksaan gonioskopi untuk melihat trabekular meshwork","C"
"kedokteran","Ilmu Kesehatan Mata","Ilmu Kesehatan Mata","Dx. Glaukoma Kronis","pmb","Seorang wanita berusia 65 tahun datang dengan keluhan pandangan seperti memakai kaca mata kuda dan sering berjalan menabrak-nabrak. Tidak didapatkan keluhan nyeri pada mata dan mata merah. Visi Oculi Dextra Sinistra 6/6. Dari pemeriksaan Tekanan Intraokular didapatkan Oculi Dextra 18 mmHg Oculi Sinistra 16 mmHg. Dari pemeriksaan funduskopi didapatkan Cup Disk Ratio Oculi Dextra Sinistra 0,6. Tidak ada riwayat sakit kronis. Pemeriksaan lanjutan yang disarankan?","","Perimetri","Gonioskopi","Aplanasi","Retinometri","Biometri","A"
"kedokteran","Ilmu Kesehatan Mata","Ilmu Kesehatan Mata","Dx. Glaukoma Kronis","pmb","Pasien laki-laki usia 50 tahun datang ke Puskesmas mengeluhkan penglihatan mata kiri kabur sejak 2 bulan terakhir makin lama dirasakan makin berat. Pasien juga mengeluhkan sering menabrak benda-benda disekitarnya bila berjalan. Riwayat hipertensi (+) tidak rutin kontrol. Pada pemeriksaan visus OS 6/60. Segmen anterior tenang, funduskopi didapatkan cup disc ratio papli nervus optik 0.8. Pada perabaan mata kiri terasa lebih keras. Apakah tatalaksana untuk pasien ini?","","Tetes mata timolol","Asetazolamide","Mengistirahatkan mata","Rujuk ke SpM","Koreksi dengan kaca mata","A"
"kedokteran","Ilmu Kesehatan Mata","Ilmu Kesehatan Mata","Glaukoma Kongenital","pmb","Seorang anak laki-laki bayi berusia 9 bulan diantar ibunya ke poliklinik RS dengan keluhan bola mata membesar keluar dan berwarna kebiruan. Diketahui sebelumnya bayi sering mengeluarkan air mata dan menutup matanya ketika melihat cahaya. Diagnosa yang paling mungkin pada kasus diatas adalah?","","Katarak Kongenital","Retinoblastoma","Glaukoma kongenital","Glaukoma primer","Glaukoma sekunder","C"
"kedokteran","Ilmu Kesehatan Mata","Ilmu Kesehatan Mata","Klasifikasi Glaukoma","pmb","Laki laki berusia 25 tahun datang dengan keluhan nyeri di mata kanannya setelah terpukul oleh temannya saat bermain bola basket. Dari hasil pemeriksaan didapatkan visus ODS 6/6. Dari pemeriksaan segmen anterior didapatkan konjungtiva hiperemi, COA dalam. Hasil pemeriksaan perimetri tidak didapatkan defek lapang pandang, funduskopi c/d ratio 0,5 dan dari pemeriksaan TIO didapatkan 28mmHg. Diagnosis?","","Glaukoma Akut Sudut Tertutup","Glaukoma Akut Sudut Terbuka","Glaukoma Sekunder","Glaukoma Kronis Sudut Terbuka","Hipertensi Okuli","E"
"kedokteran","Ilmu Kesehatan Mata","Ilmu Kesehatan Mata","RETINOPATI DIABETIKUM (2)","pmb","Seorang wanita berusia 50 tahun datang dengan keluhan pandangan kabur perlahan. Pasien memiliki riwayat DM tidak terkontrol. Pada pemeriksaan segmen posterior didapatkan cotton wool pada retina, soft dan hard exudate, tidak didapatkan neovaskularisasi. Apakah diagnosis pasien ini?","","DM retinopati proliferatif","DM retinopati non-proliferatif","HT retinopati proliferatif","HT retinopati non-proliferatif","Ablasio retina","B"
"kedokteran","Ilmu Kesehatan Mata","Ilmu Kesehatan Mata","Retinopati Hipertensi (2)","pmb","Seorang pasien wanita 65 tahun datang dengan keluhan pandangan kabur perlahan sejak 6 bulan yang lalu. Pasien memiliki riwayat DM dan HT tidak terkontrol. Dari pemeriksaan didapatkan visus ODS 6/15, segmen anterior normal dan dari pemeriksaan fundus didapatkan seperti gambaran disamping. Diagnosa?","","Hipertensi Okuli","Hipertensi Retinopati","Diabetik Retinopati Proliferatif","Diabetik Retinopati Non Proliferatif","Age-Related Macular Degeneration","B"
"kedokteran","Ilmu Kesehatan Mata","Ilmu Kesehatan Mata","Age-Related Macular Degeneration (AMD)","pmb","Seorang laki-laki berusia 70 tahun datang dengan keluhan penurunan penglihatan pada bagian tengah penglihatan. Keluhan dirasakan perlahan semakin lama semakin memberat. Pada pemeriksaan didapatkan adanya gambaran kekuningan pada makula. Diagnosa?","","Retinitis Pigmentosa","Diabetik Retinopati","Hipertensi Retinopati","Age Related Macular Degeneration","Chorioretinal Atrofi","D"
"kedokteran","Ilmu Kesehatan Mata","Ilmu Kesehatan Mata","CRAO (Central Retinal Arterial Occlusion)","pmb","Laki-laki 70 tahun datang dengan keluhan penglihatan mata kanan seperti kabur mendadak. Pada pemeriksaan fisik didapat tekanan darah 200/100 mmHg, frekuensi nadi 88x/menit, suhu 36.8 C, frekuensi pernafasan 20x/menit. VOD 1/300. Pada pemeriksaan funduskopi ditemukan bintik merah pada retina dan retina terlihat pucat. Kemungkinan diagnosis adalah..","","Oklusi vena sentralis retina","Oklusi arteri sentralis retina","Ablasio retina","Perdarahan vitreus","Retinopati hipertensi","B"
"kedokteran","Ilmu Kesehatan Mata","Ilmu Kesehatan Mata","ABLASIO RETINA (RETINAL DETTACH)","pmb","Seorang perempuan berusia 40 tahun datang dengan keluhan mata kiri kabur mendadak sejak 3 hari yang lalu. Sebelumnya sering melihat bintik hitam melayang-layang dan sering melihat kilatan cahaya. Pasien memiliki riwayat DM dan HT. Dari hasil pemerikaan didapatkan Visus 1/60. Pemeriksaan funduskopi didapatkan A/V crossing, perdarahan retina, dan eksudat. Tampak juga retinal fold. TD 200/100 mmHg, nadi 108 x/menit, RR 20 x/menit, Tax 37,0 C. Diagnosa pasien tersebut adalah?","","Hipertensi Retinopati","Diabetik Retinopati","Rhegmatogenous Retinal Detachment","Tractional Retinal Detachment","Exudative Retinal detachment","E"
"kedokteran","Ilmu Kesehatan Mata","Ilmu Kesehatan Mata","Bone Spiculae","pmb","Seorang perempuan berusia 37 tahun datang ke poli mata dengan keluhan kurang dapat melihat di sore hari, dan akan membaik ketika di pagi hari. Keluhan dirasakan sudah 1 tahun. Riwayat penyakit yang sama pada didapatkan pada ibu pasien. Dari pemeriksaan didapatkan visus ODS 5/60. Segment anterior dalam batas normal. Pada pemeriksaan funduskopi didapatkan gambaran hiperpigmentasi retina midperifer seperti gambar disamping. Diagnosis yang tepat adalah?","","ARMD","Retinitis pigmentosa","Arteri central oklusi","Vena cabang oklusi","Defisiensi Vitamin A","B"
"kedokteran","Ilmu Kesehatan Mata","Ilmu Kesehatan Mata","Neuritis Optik","pmb","Seorang perempuan berusia 24 tahun datang ke Puskesmas dengan keluhan mata kanan buram sejak 2 hari yang lalu dengan disertai nyeri gerak bola mata. Pada pemeriksaan didapatkan visus 6/60 tidak maju dengan pinhole. Segmen anterior normal. Didapatkan relative afferent pupil defect pada mata kiri. Ditemukan skotoma sekosentral dan buta warna merah hijau pada mata kanan. Apakah penyebab paling sering dari kelainan pada pasien ini?","","inflamasi pada nervus optikus","iskemik nervus optikus","perdarahan pada nervus optikus","kompresi pada nervus optikus","trauma pada nervus optikus","A"
"kedokteran","Ilmu Kesehatan Mata","Ilmu Kesehatan Mata","Neuritis Optik","pmb","Wanita usia 49 tahun datang dengan keluhan nyeri saat bola mata digerakkan dan disentuh. Pasien memiliki riwayat operasi katarak 5 tahun yang lalu. Visus 1/300, skotoma sentral. Pemeriksaan segmen anterior dalam batas normal. Pada funduskopi didapatkan papil berwarna jingga dan berbatas tegas. Apa diagnosis yang sesuai?","","Papilitis","Neuroretinitis","Neuritis retrobulbar","Endoftalmitis","Panoftalmitis","C"
"kedokteran","Ilmu Kesehatan Mata","Ilmu Kesehatan Mata","Papil Atrofi (2)","pmb","Seorang laki-laki berusia 68 tahun datang dengan keluhan pengelihatan mengabur yang semakin memberat disertai gangguan persepsi warna. Pada pemeriksaan funduskopi ditemukan papil pucat dengan batas tegas. Diagnosis?","","Atropi papil primer","Atrofi papil sekunder","CRAO","Papil edema","Neuritis Optik","A"
"kedokteran","Ilmu Kesehatan Mata","Ilmu Kesehatan Mata","Diplopia","pmb","Seorang perempuan, berusia 8 tahun, datang ke dokter dengan keluhan mata kiri juling sejak kecil dan pandangan ganda. Riwayat memakai kacamata sebelumnya disangkal. Pada pemeriksaan oftalmologi didapatkan visus OD 6/7,5 cc C-0,25 x 90° 🡪 6/6. Visus OS 1/60 pinhole tetap dan tidak dapat dikoreksi. Dari pemeriksaan Hirschberg didapatkan cahaya jatuh tepat di tengah pupil pada mata kanan, dan sinar jatuh di limbus bagian temporal pada mata kiri. Didapatkan adanya shifting (+) pada pemeriksaan cover test. Diagnosa yang tepat adalah?","","OS Eksotropia","OD Eksotropia","OS Esotropia","OD Esotropia","Epikantus","C"
"kedokteran","Ilmu Kesehatan Mata","Ilmu Kesehatan Mata","Visual Field Defects","pmb","Wanita 40th datang ke puskesmas dgn keluhan penurunan penglihatan progresif pada kedua mata 1 minggu ini. Dari pemeriksaan BCVA OD 20/32 OS 20/80 ph (-). Dari pemeriksaan didapatkan red green deficiency, penurunan kontras pada kedua mata. Pemeriksaan segmen anterior didapatkan RAPD mata kiri. Pada pemeriksaan segmen posterior didapatkan pada funduskopi papila nervus optikus mengalami penipisan neural rim pada bagian temporal. Gambar perimetri sbg berikut. Struktur yang mengalami kelainan ialah:","","Optik radiata kiri","Lobus temporal kiri","Truncus geniculatum kiri","Chiasma optikum","Lobus occipitalis kiri","D"
"kedokteran","Ilmu Kesehatan Mata","Ilmu Kesehatan Mata","Nervus III, IV, VI","pmb","Seorang laki-laki berusia 65 tahun datang dengan keluhan sulit untuk membuka mata. posisi mata eksotropia, didapatkan hambatan gerak bola mata dan pupil midmidri. Riwayat hipertensi (+) tidak rutin kontrol. Penyebab kelainan tersebut adalah?","","Parese Nervus Olfaktorius","Parese Nervus Optikus","Parese Nervus Okulomotor","Parese Nervus Abdusen","Parese Nervus Troklearis","C"
