"Prodi","Topik Soal","Kategori Materi","Materi Soal","Tipe Soal","Soal","Deskripsi Soal","A","B","C","D","E","Jawaban"
"kedokteran","Penyakit Dalam","RHEUMATO – HEMATO – GADAR","","pmb","Seorang wanita usia 40 tahun datang dengan keluhan nyeri pada persendian jari-jari tangan kanan sejak 3 bulan yang lalu. Keluhan disertai rasa kaku pada sendi di pagi hari selama 10 menit. Dari hasil pemeriksaan fisik tanda-tanda vital dalam batas normal, berat badan 50 kg, tinggi badan 150 cm. Dari pemeriksaan status lokalis didapatkan Bouchard dan Heberden nodules di jari tangan kanan. Pasien merupakan seorang penjual rujak selama 20 tahun. Kemungkinan diagnosis paling tepat pada pasien adalah…","","Osteoarthritis manus","SLE","Arthritis septik","RA","Gout arthritis","D"
"kedokteran","Penyakit Dalam","RHEUMATO – HEMATO – GADAR","","pmb","Seorang wanita usia 40 tahun datang dengan keluhan nyeri pada persendian jari-jari tangan kanan sejak 3 bulan yang lalu. Keluhan disertai rasa kaku pada sendi di pagi hari selama 10 menit. Dari hasil pemeriksaan fisik tanda-tanda vital dalam batas normal, berat badan 50 kg, tinggi badan 150 cm. Dari pemeriksaan status lokalis didapatkan Bouchard dan Heberden nodules di jari tangan kanan. Pasien merupakan seorang penjual rujak selama 20 tahun. Pemeriksaan tambahan yang dibutuhkan selanjutnya adalah…","","RF","ANA test","Anti dsDNA","MRI","X-Ray","A"
"kedokteran","Penyakit Dalam","RHEUMATO – HEMATO – GADAR","","pmb","Seorang laki-laki usia 45 tahun datang ke IGD dengan keluhan lemah sejak 2 minggu yang lalu. Dari pemeriksaan fisik didapatkan konjungtiva pucat, sklera ikterik, hepar teraba 4 cm di bawah arcus costae, spleen tidak teraba. Tekanan darah 120/80, frekuensi napas 24 kali per menit dan nadi 110 kali per menit, suhu afebris. Dari pemeriksaan laboratorium didapatkan Hb 8.5 g/dL, SGOT 120 dan SGPT 250. Pasien merupakan peminum alkohol sejak muda. Penyebab anemia pada pasien adalah…","","Defisiensi besi","Pemecahan eritrosit berlebih","Perdarahan kronis","Defisiensi asam folat","Defisiensi B12","D"
"kedokteran","Penyakit Dalam","RHEUMATO – HEMATO – GADAR","","pmb","Seorang wanita usia 20 tahun datang ke puskesmas dengan keluhan nyeri sendi dan sariawan berulang. Pasien juga mengeluhkan demam sumersumer selama beberapa hari terakhir. Dari pemeriksaan fisik didapatkan tekanan darah 120/80, denyut jantung 80 kali per menit, frekuensi napas 18 kali per menit, suhu 37,5. Dari hasil pemeriksaan laboratorium didapatkan Anti dsDNA (+) dan ANA test (+). Terapi awal yang tepat untuk pasien ini adalah…","","Antibiotik","Antipiretik","Analgetik","Kortikosteroid","Antifungal","D"
"kedokteran","Penyakit Dalam","RHEUMATO – HEMATO – GADAR","","pmb","Seorang wanita usia 50 tahun datang ke praktek dokter dengan keluhan nyeri di daerah pinggang. Pasien juga mengaku berhenti menstruasi sejak 1 tahun yang lalu. Pasien memiliki riwayat minum steroid untuk nyeri kakinya yang dibeli sendiri di warung. Dari pemeriksaan X-Ray ditemukan gambaran fraktur vertebrae lumbalis. Diagnosis paling tepat pada pasien adalah…","","Osteoporosis Primer","Osteoporosis Sekunder","Osteoporosis Senilis","Osteoporosis Post Menopause","Osteomalacia","B"
"kedokteran","Penyakit Dalam","RHEUMATO – HEMATO – GADAR","","pmb","Seorang perempuan berusia 27 tahun datang ke poliklinik dengan keluhan lemah badan sejak 2 bulan yang lalu. Pasien juga mengeluh di perut kiri atas membesar dan tidak nyeri, berat badan menurun, keringat malam disertai demam. Dari pemeriksaan fisik didapatkan tanda-tanda vital dalam batas normal. Abdomen didapatkan splenomegaly schuffner V. Hasil laboratorium Hb 11 gr/dl, leukosit 75.000/mm³, trombosit 250.000/mm³. Pada hapusan darah tepi didapatkan semua stadium granulopoiesis. Apakah diagnosis yang paling mungkin pada pasien ini?","","Leukemia limfoblastik akut","Leukemia granulositik kronis","Leukemia aleukemic","Leukemia limfositik kronik","Leukemia mieloblastik akut","B"
"kedokteran","Penyakit Dalam","RHEUMATO – HEMATO – GADAR","","pmb","Seorang laki-laki berusia 33 tahun datang ke UGD RS dengan keluhan sesak napas tiba-tiba sejak 15 menit yang lalu disertai gelisah, lemas dan muka kemerahan. Pasien baru saja disengat tawon ketika bekerja di ladang. Pemeriksaan fisik didapatkan tekanan darah 80/60 mmHg, denyut nadi 130 kali per menit lemah, frekuensi napas 30 kali per menit, suhu 36.1. Pemeriksaan ekstremitas didapatkan akral dingin dan hiperemis di luka bekas sengatan. Diagnosa yang paling tepat pada pasien adalah…","","Syok sepsis","Syok anafilaktik","Syok kardiogenik","Syok neurogenik","Syok hipovolemik","B"
"kedokteran","Penyakit Dalam","RHEUMATO – HEMATO – GADAR","","pmb","Seorang laki-laki berusia 33 tahun datang ke UGD RS dengan keluhan sesak napas tiba-tiba sejak 15 menit yang lalu disertai gelisah, lemas dan muka kemerahan. Pasien baru saja disengat tawon ketika bekerja di ladang. Pemeriksaan fisik didapatkan tekanan darah 80/60 mmHg, denyut nadi 130 kali per menit lemah, frekuensi napas 30 kali per menit, suhu 36.1. Pemeriksaan ekstremitas didapatkan akral dingin dan hiperemis di luka bekas sengatan. Penatalaksanaan awal yang paling tepat adalah…","","Oksigenasi","Pemberian epinefrin IV","Pemberian epinefrin IM","RJP","Pemberian difenhidramin IV","C"
"kedokteran","Penyakit Dalam","RHEUMATO – HEMATO – GADAR","","pmb","Seorang laki-laki usia 22 tahun datang ke poliklinik dengan keluhan badan lemas sejak beberapa bulan yang lalu. Pasien juga mengalami demam sejak 2 hari yang lalu. Dari pemeriksaan fisik didapatkan tekanan darah 120/80 mmHg, nadi 80 kali per menit, laju pernafasan 20 kali per menit, suhu 38°C. Petekie (-), hepatomegaly (+). Pemeriksaan penunjang ditemukan Hb 8 g/dL, leukosit 110.000, trombosit 95.000. Dari hapusan darah tepi ditemukan sel Auer rod (+). Diagnosis paling tepat pada pasien adalah…","","Leukemia myeloid akut","Leukemia myeloid kronis","Leukemia limfoblastik akut","Leukemia limfoblastik kronis","Limfoma maligna","A"
"kedokteran","Penyakit Dalam","RHEUMATO – HEMATO – GADAR","","pmb","Seorang laki-laki usia 40 tahun datang ke IGD setelah kecelakaan lalu lintas 2 jam yang lalu. Pemeriksaan fisik kesadaran menurun, tekanan darah 80/60, nadi 130 kali per menit, frekuensi napas 30 kali per menit, tampak fraktur terbuka tungkai kanan dan memar di wajah. Dokter kemudian melakukan tindakan resusitasi awal. Pemeriksaan laboratorium menunjukkan Hb 5.5 g/dL, leukosit 14.000, trombosit 180.000. Pasien diberikan transfusi PRC tanpa dilakukan cross match terlebih dahulu. Tidak lama kemudian, pasien demam, menggigil, nyeri pinggang, hemoglobinuria, hipotensi, nyeri dada, takipneu, dan takikardi. Hal yang menyebabkan kondisi tersebut adalah…","","Transfusion-associated Circulatory Overload","Febrile Non-hemolytic Transfusion Reaction","Allergic Transfusion Reaction","Anaphylactic Transfusion Reaction","Acute Hemolytic Transfusion Reaction","E"
"kedokteran","Penyakit Dalam","RHEUMATO – HEMATO – GADAR","","pmb","Seorang wanita, usia 27 tahun, datang ke poliklinik dengan keluhan batuk disertai demam dan keringat malam sejak 3 bulan yang lalu. Pasien juga mengeluhkan penurunan nafsu makan dan badan terasa lemas. Pada pemeriksaan fisik didapatkan tekanan darah 120/80 mmHg, denyut jantung 100 kali per menit, konjungtiva anemia dan ronki basah kasar di apeks paru kanan. Pemeriksaan laboratorium didapatkan Hb 7.3 g/dL, leukosit 5000, LED 30 mm/jam, trombosit 90.000. Gambaran morfologi anemia yang paling mungkin pada kasus di atas adalah…","","Anemia makrositik","Anemia megaloblastik","Anemia mikrositik hipokromik","Anemia normositik normokromik","Anemia mikrositik normokrom","D"
"kedokteran","Penyakit Dalam","RHEUMATO – HEMATO – GADAR","Susp. Limfoma","pmb","Seorang wanita usia 45 tahun datang ke poliklinik dengan keluhan benjolan di ketiak kanan sejak 1 bulan yang lalu. Awalnya hanya sebesar biji jagung, kemudian sekarang sebesar kelereng. Riwayat demam disertai keringat pada malam hari. Pemeriksaan gold standar untuk menegakkan diagnosis pasien tersebut adalah…","","Biopsi eksisi","Hapusan darah tepi","Aspirasi sumsum tulang","FNAB","DXA","A"
"kedokteran","Penyakit Dalam","RHEUMATO – HEMATO – GADAR","Susp. Limfoma","pmb","Seorang wanita usia 45 tahun datang ke poliklinik dengan keluhan benjolan di ketiak kanan sejak 1 bulan yang lalu. Awalnya hanya sebesar biji jagung, kemudian sekarang sebesar kelereng. Riwayat demam disertai keringat pada malam hari. Pemeriksaan yang tepat untuk menentukan prognosis pasien tersebut adalah…","","CRP","LDH","FNAB","DXA","Darah lengkap","B"
"kedokteran","Penyakit Dalam","RHEUMATO – HEMATO – GADAR","Syok anafilaktik","pmb","Seorang wanita, usia 24 tahun, datang dengan keluhan muncul bintil-bintil kemerahan di kulit disertai sesak nafas setelah makan udang. Dari pemeriksaan fisik didapatkan TD 90/70, HR 92x/menit, RR 24x/menit, T 36.5. Reaksi tersebut merupakan hipersensitivitas tipe…","","I","II","III","IV","V","A"
"kedokteran","Penyakit Dalam","RHEUMATO – HEMATO – GADAR","Anemia Perdarahan","pmb","Seorang laki-laki usia 24 tahun dibawa ke IGD dengan keluhan perdarahan pada paha kanan atas setelah KLL 1 jam yang lalu. Pada pemeriksaan fisik didapatkan TD 70/50 mmHg, HR 140x/menit, RR 28x/menit, Tax 36. Dari pemeriksaan laboratorium didapatkan Hb 7 g/dL dengan retikulosit meningkat. Transfusi paling tepat pada pasien adalah…","","PRC","Trombosit","Washed Red Cell","Leukoforesis","Plasma darah","A"
"kedokteran","Penyakit Dalam","RHEUMATO – HEMATO – GADAR","AIHA","pmb","Seorang wanita usia 25 tahun dibawa ke IGD dengan keluhan pusing dan lemas. Pasien juga mengeluh sering mimisan. Dari pemeriksaan fisik didapatkan konjungtiva anemis (+), sklera ikterik (-), TD 90/70 mmHg, HR 90x/menit, RR 20x/menit, Tax 36. Hepar dan lien tidak teraba. Dari pemeriksaan laboratorium didapatkan Hb 6 g/dL, Leukosit 1000, Trombosit 90.000. Dari pemeriksaan sumsum tulang didapatkan gambaran hiposeluler. Diagnosis paling tepat pada pasien adalah...","","Pansitopenia primer","Pansitopenia sekunder","MDS","Anemia defisiensi besi","Thalassemia","A"
"kedokteran","Penyakit Dalam","RHEUMATO – HEMATO – GADAR","Hemofilia B","pmb","Seorang laki-laki usia 24 tahun mengeluh sering memar pada persendian ketika banyak bekerja. Keluhan tersebut seringkali berulang sedari kecil. Pasien mengaku, belum mengetahui penyebab keluhan tersebut. Dari hasil pemeriksaan didapatkan trombosit 280.000 dengan aktivitas factor IX rendah. Kemungkinan hasil faal pembekuan darah pada pasien adalah…","","APTT memanjang","PT memanjang","BT memanjang","APTT memendek","PT memendek","A"
"kedokteran","Penyakit Dalam","RHEUMATO – HEMATO – GADAR","AIHA","pmb","Laki-laki usia 48 tahun mengeluh badan lemas dan mata kuning. Tidak didapatkan gejala mual dan muntah maupun demam. Dari hasil pemeriksaan fisik didapatkan konjungtiva anemis, sclera ikterik. Pemeriksaan laboratorium didapatkan Hb 7,3 g/dl, trombosit 180.000/mm3, leukosit 6.980/mm3. Pasien mengaku selama ini transfusi tidak pernah cocok, cross match selalu ditolak. Pemeriksaan baku emas paling tepat untuk menegakkan diagnosis adalah…","","Hb elektroforesa","Indirect coomb’s test","Direct coomb’s test","Aspirasi sumsum tulang","Hapusan darah tepi","C"
"kedokteran","Penyakit Dalam","RHEUMATO – HEMATO – GADAR","","pmb","Laki-laki usia 48 tahun mengeluh badan lemas dan mata kuning. Tidak didapatkan gejala mual dan muntah maupun demam. Dari hasil pemeriksaan fisik didapatkan konjungtiva anemis, sclera ikterik. Pemeriksaan laboratorium didapatkan Hb 7,3 g/dl, trombosit 180.000/mm3, leukosit 6.980/mm3. Pasien mengaku selama ini transfusi tidak pernah cocok, cross match selalu ditolak. Diagnosis paling tepat pada pasien adalah…","","Thalassemia","ADB","Anemia megaloblastic","MDS","AIHA","E"
"kedokteran","Penyakit Dalam","RHEUMATO – HEMATO – GADAR","","pmb","Wanita 27 tahun, diantar ke IGD dengan keluhan penurunan kesadaran. Sebelumnya ada riwayat batuk dan sesak sejak 3 minggu terakhir namun tidak berobat. Pada pemeriksaan fisik didapatkan TD 80/60, Nadi 118x/I, RR 20x/m, Suhu 38,5C, akral dingin, ronkhi basah kasar di seluruh lapangan paru. Pemeriksaan laboratorium didapatkan peningkatan jumlah leukosit, kadar laktat 3. Sudah dilakukan resusitasi namun TD tidak naik. Diagnosis paling tepat pada pasien adalah…","","Sepsis","Syok sepsis","Infeksi","Bakteremia","Syok kardiogenik","B"
"kedokteran","Penyakit Dalam","RHEUMATO – HEMATO – GADAR","Syok sepsis","pmb","Wanita 27 tahun, diantar ke IGD dengan keluhan penurunan kesadaran. Sebelumnya ada riwayat batuk dan sesak sejak 3 minggu terakhir namun tidak berobat. Pada pemeriksaan fisik didapatkan TD 80/60, Nadi 118x/I, RR 20x/m, Suhu 38,5C, akral dingin, ronkhi basah kasar di seluruh lapangan paru. Pemeriksaan laboratorium didapatkan peningkatan jumlah leukosit, kadar laktat 3. Sudah dilakukan resusitasi namun TD tidak naik. Vasopressor yang paling tepat digunakan pada pasien adalah…","","Dopamine","Dobutamine","Epinefrin","Norepinefrin","Adrenalin","D"
"kedokteran","Penyakit Dalam","RHEUMATO – HEMATO – GADAR","Intoksikasi sianida (HCN)","pmb","Laki-laki 20 tahun diantar oleh temannya ke IGD dengan tidak sadar. Pasien juga dikeluhkan muntah muntah sebelumnya. Dari pemeriksaan fisik didapatkan nafas pasien berbau almond. Pasien dikatakan mulai muncul gejala setelah minum oplosan dengan bahan dasar umbi-umbian. Antidotum yang paling tepat diberikan pada pasien adalah…","","N-acetyl cysteine","Na thiosulfate","Methanol","Ethanol","Nabic","B"
"kedokteran","Penyakit Dalam","RHEUMATO – HEMATO – GADAR","","pmb","Seorang laki-laki dibawa ke UGD dalam keadaan tidak sadar, pasien mempunyai riwayat DM sejak 7 tahun yang lalu. Pemeriksaan fisik didapatkan kesadaran koma, pernafasan 36x/menit, nadi 100x/menit. Pemeriksaan laboratorium GDS 400 mg/dl, keton urin (+), pH 7, HCO3 19, pCO2 48. Kondisi yang terjadi pada pasien adalah... (pH= 7,35-7,45; CO2= 35-45; HCO3= 22-28)","","Asidosis metabolik tidak terkompensasi","Asidosis metabolik terkompensasi sebagian","Asidosis metabolik terkompensasi sempurna","Asidosis respiratorik terkompensasi sempurna","Asidosis respiratorik tidak terkompensasi","A"
"kedokteran","Penyakit Dalam","RHEUMATO – HEMATO – GADAR","","pmb","Anak perempuan usia 11 tahun dibawa ibunya ke UGD dengan keluhan sesak sejak 1 jam yang lalu. Ibu pasien mengatakan anak memiliki riwayat asma. Dari pemeriksaan fisik didapatkan didapatkan wheezing (+), HR 110x/menit, RR 22x/menit, Tax 36°C. Dari hasil laboratorium didapatkan Hb 11, leukosit 7.000, trombosit 150.000, pH 7.4, pCO2 48, HCO3 29. Kemungkinan kondisi yang terjadi pada pasien adalah... (pH= 7,35-7,45; CO2= 35-45; HCO3= 22-28)","","Asidosis respiratorik tidak terkompensasi","Asidosis repiratorik terkompensasi sebagian","Asidosis respiratorik terkompensasi sempurna","Asidosis metabolik terkompensasi sebagian","Asidosis metabolik terkompensasi sempurna","C"
"kedokteran","Penyakit Dalam","RHEUMATO – HEMATO – GADAR","","pmb","Wanita usia 19 tahun diantar oleh ibunya ke IGD dengan keluhan lemas, mual dan muntah sebanyak >10x. Sebelumnya pasien memiliki riwayat makan dengan pola yang tidak teratur. Dari pemeriksaan fisik didapatkan mata cowong, nyeri teka epigastrium, TD 90/60 mmHg, N 98x/i, RR 20x/i, Suhu 37C. Dari hasil laboratorium didapatkan Hb 10, leukosit 11.000, trombosit 161.000, pH 7.6, pCO2 28, HCO3 30. Kemungkinan kondisi yang terjadi pada pasien adalah... (pH 7.35-7.45, paCO2 35-45, HCO3 22- 26)","","Alkalosis metabolik terkompensasi sempurna","Alkalosis metabolik terkompensasi sebagian","Alkalosis metabolik tidak terkompensasi","Alkalosis respiratorik tidak terkompensasi","Alkalosis respiratorik terkompensasi sempurna","C"
"kedokteran","Penyakit Dalam","RHEUMATO – HEMATO – GADAR","Foodborne botulism","pmb","Seorang wanita usia 20 tahun datang ke puskesmas dengan keluhan sesak disertai sulit menelan, mual dan muntah. Dari pemeriksaan TTV dalam batas normal. Riwayat makan sarden kalengan 2 hari yang lalu. Apa tatalaksana awal yang dapat diberikan?","","Antiemetik","Antibiotik","Antitoxin","Antipiretik","Antikolinergik","C"
"kedokteran","Penyakit Dalam","RHEUMATO – HEMATO – GADAR","","pmb","Laki-laki berusia 22 thn dibawa polisi ke UGD karena KLL. Pada pasien dijumpai fraktur femur kiri terbuka, dengan perdarahan sekitar 2500 ml. pada pemeriksaan fisik didapatkan TD 80/60, N 140x/menit, RR 38x menit, akral dingin pucat dan basah. Setelah direrusitasi cairan, syok belum terarasi. Gangguan asam basa yang paling sering terjadi sebagai komplikasi dari kasus tersebut adalah…","","Asidosis metabolik","Asidosis respiratorik","Alkalosis metabolik","Alkalosis respiratorik","Peningkatan CO2","A"
"kedokteran","Penyakit Dalam","RHEUMATO – HEMATO – GADAR","OA Genu","pmb","Seorang wanita usia 50 tahun datang dengan keluhan nyeri lutut kanan kiri. Pasien mengaku nyeri membaik ketika digunakan beristirahat. Dari pemeriksaan fisik didapatkan TTV dalam batas normal, krepitasi genu D/S (+). Dari pemeriksaan rontgen didapatkan gambaran penyempitan celah sendi. KIE yang paling tepat untuk pasien adalah...","","Olahraga berenang","Olahraga jalan sehat","Sepeda dinamis","Tidak berjalan terlalu jauh","Olahraga senam","A"
"kedokteran","Penyakit Dalam","RHEUMATO – HEMATO – GADAR","OA Genu (usia tua tanpa gastritis)","pmb","Seorang wanita usia 50 tahun datang dengan keluhan nyeri lutut kanan kiri. Pasien mengaku nyeri membaik ketika digunakan beristirahat. Dari pemeriksaan fisik didapatkan TTV dalam batas normal, krepitasi genu D/S (+). Dari pemeriksaan rontgen didapatkan gambaran penyempitan celah sendi. NSAID yang paling tepat untuk pasien adalah...","","Na diclofenac","Asam mefenamat","Meloksikam","Celecoxib","Ibuprofen","C"
"kedokteran","Penyakit Dalam","RHEUMATO – HEMATO – GADAR","","pmb","Seorang wanita usia 40 tahun datang dengan keluhan nyeri pada bahu dan leher sebelah kiri terutama setelah bangun tidur. Pasien mengaku sebelumnya sering merasakan demam dan nyeri pada sendi kaki yang berulang. Dari pemeriksaan fisik didapatkan TTV dalam batas normal. Diagnosis yang paling tepat pada pasien adalah..","","Gout arthritis","Osteoarthritis","Polimyalgia rematik","Psoriasis arthritis","Osteoporosis","C"
"kedokteran","Penyakit Dalam","RHEUMATO – HEMATO – GADAR","Monitoring RA -CRP","pmb","Seorang wanita 40 tahun datang dengan keluhan nyeri pada kedua jari jari sejak 1 bulan tangan disertai rasa kaku di pagi hari selama 1 jam. Dari hasil foto rongent manus didapatkan persendian MCP yang sklerotik. Dari hasil lab ditemukan ANA test + dan CRP +. Dokter memutuskan untuk memberikan DMARD. Untuk monitoring keberhasilan terapi yang sebaiknya di cek adalah?","","ANA test","Rheumathoid factor","CRP kuantitatif","Tes DNA","Darah lengkap","C"
"kedokteran","Penyakit Dalam","RHEUMATO – HEMATO – GADAR","Anemia Penyakit Kronis","pmb","Seorang perempuan 55 tahun datang ke puskesmas dengan badan terasa lemas. Tanda vital TD: 110/70, N: 92x/menit, P: 22x/menit, S: 36.5. Pada pemeriksaan laboratorium didapatkan Hb 9.0 g/dl. Pada apusan darah terlihat mikrositik hipokrom. Pasien memiliki riwayat sakit DM dan CKD yang rutin cuci darah seminggu dua kali. Bagaimana temuan hasil lab pasien saat ini?","","SI turun TIBC naik feritin turun","SI turun TIBC turun feritin naik","SI normal TIBC normal feritin normal","SI naik TIBC normal feritin naik","SI turun TIBC turun feritin turun","B"
"kedokteran","Penyakit Dalam","RHEUMATO – HEMATO – GADAR","Sepsis","pmb","Laki-laki usia 20 tahun, datang ke IGD dengan keluhan sesak nafas sejak 3 jam yang lalu. Pasien demam tinggi sejak 5 hari lalu disertai batuk berdahak. Pemeriksaan fisik TD 80/60; nadi 120x; RR 40x; suhu 39.4C. Pemeriksaan laboratorium Hb 11; Ht 35%; leukosit 23.000; trombosit 200.000. Berikut adalah tindakan yang harus dilakukan dalam 1 jam pertama menurut One-Hour Bundle dari SSC, kecuali…","","Pemberian kristaloid iv","Pemeriksaan kultur darah","Pemberian antibiotik spektrum luas","Pengukuran kadar laktat","Pemberian koloid iv","E"
"kedokteran","Penyakit Dalam","TROPMED – GASTRO – HEPATO","GERD - PPI test 1 minggu - bila membaik maka GERD (+) - lanjutkan PPI 8 minggu","pmb","Seorang pria 27 tahun datang dengan keluhan dada terasa panas sejak 4 hari lalu. Keluhan dada panas ini terutama setelah makan. Setelah makan, pasien sering merasa pahit dan asam di lidah, terutama bila pasien berbaring setelah makan. Mual (+), muntah (+). Pada pemeriksaan fisik ditemukan nyeri tekan epigastrium (+). Apa tatalaksana awal yang sebaiknya diberikan untuk orang ini?","","PPI selama 1 minggu","PPI selama 2 minggu","PPI selama 4 minggu","PPI selama 5 minggu","PPI selama 8 minggu","A"
"kedokteran","Penyakit Dalam","TROPMED – GASTRO – HEPATO","Dispepsia fungsional","pmb","Seorang wanita 30 tahun mengeluh sering merasa sebah/begah paska makan dan cepat kenyang ketika makan disertai sering bersendawa. Dari hasil pemeriksaan fisik TD 120/80, HR 88x/menit, RR 20x/menit, t 36.2, tidak didapatkan nyeri tekan epigastric, muntah disangkal. Riwayat konsumsi obat anti nyeri atau steroid disangkal. Dari pemeriksaan endoksopi tidak didapatkan kelainan. Apa tatalaksana yang tepat untuk pasien saat ini?","","Domperidon","Antasida","Proton pump inhibitor","Sucralfate","Ranitidine","A"
"kedokteran","Penyakit Dalam","TROPMED – GASTRO – HEPATO","Ulkus Peptikum","pmb","Seorang laki-laki usia 40 tahun datang dengan keluhan nyeri di ulu hati tembus ke belakang sejak 2 hari yang lalu. Pasien juga mengeluhkan mual (+) dan perut yang terasa penuh. Pasien memiliki riwayat mengkonsumsi jamu jamuan untuk menghilangkan pegal linu. Dari pemeriksaan fisik didapatkan TD 110/80, HR 80x/menit, RR 18x/menit, Tax 36, bising usus meningkat, nyeri tekan ulu hati (+). Pengobatan yang paling tepat diberikan pada pasien adalah...","","Ranitidin","Antasida","Omeprazole","Domperidon","Sucralfat","C"
"kedokteran","Penyakit Dalam","TROPMED – GASTRO – HEPATO","Ulkus Peptikum dd Gastritis","pmb","Seorang laki-laki berusia 32 tahun datang ke poliklinik dengan keluhan perut kembung sejak 3 hari yang lalu. Keluhan disertai dengan rasa perih pada perut, mual, kadang disertai muntah, dan sering bersendawa. Pasien mengaku keluhan terasa memberat dengan makan dan kambuh-kambuhan sejak 3 bulan ini. Riwayat konsumsi obat-obatan anti nyeri disangkal. Dari pemeriksaan fisik didapatkan TD 100/70, HR 84x/menit, RR 18x/menit, Tax 36, nyeri tekan epigastrium (+). Pemeriksaan selanjutnya yang perlu dilakukan pada pasien ini adalah …","","Endoskopi","Biopsi mukosa gaster","Esofagoskopi","USG abdomen","Foto polos abdomen","A"
"kedokteran","Penyakit Dalam","TROPMED – GASTRO – HEPATO","Infeksi H.Pylori","pmb","Seorang laki-laki berusia 32 tahun datang ke poliklinik dengan keluhan perut kembung sejak 3 hari yang lalu. Keluhan disertai dengan rasa perih pada perut, mual, kadang disertai muntah, dan sering bersendawa. Pasien mengaku keluhan terasa memberat dengan makan dan kambuh-kambuhan sejak 3 bulan ini. Riwayat konsumsi obat-obatan anti nyeri disangkal. Dari pemeriksaan fisik didapatkan TD 100/70, HR 84x/menit, RR 18x/menit, Tax 36, nyeri tekan epigastrium (+). Dari hasil pemeriksaan laboratorium didapatkan urea breath test (+). Terapi etiologi yang paling tepat untuk pasien adalah...","","Bismuth, tetrasiklin, metronidazole","Omeprazole, ciprofloxacin, metronidazole","Omeprazole, amoksisilin, metronidazole","Omeprazole, domperidon, ciprofloxacin","Bismuth, amoksisilin, metronidazole","A"
"kedokteran","Penyakit Dalam","TROPMED – GASTRO – HEPATO","Hematemesis ec Ulkus Peptikum","pmb","Seorang wanita 35 tahun datang ke UGD dengan keluhan muntah kehitaman sejak 3 hari yang lalu. Nyeri perut ulu hati (+), nyeri pada tenggorokan disangkal. Dari hasil pemeriksaan fisik nyeri tekan epigastric (+), hepar lien tak teraba. Riwayat sakit kuning disangkal, riwayat konsumsi obat pereda nyeri (+) selama 2 bulan terakhir. Kemungkinan diagnosa pada pasien ini adalah…","","Mallory Weiss Syndrome","Gastritis Akut","Ulkus Peptikum","Achalasia","Dispepsia Fungsional","C"
"kedokteran","Penyakit Dalam","TROPMED – GASTRO – HEPATO","Melapisi dan melindungi mukosa lambung yang luka","pmb","Seorang wanita 35 tahun datang ke UGD dengan keluhan muntah kehitaman sejak 3 hari yang lalu. Nyeri perut ulu hati (+), nyeri pada tenggorokan disangkal. Dari hasil pemeriksaan fisik nyeri tekan epigastric (+), hepar lien tak teraba. Riwayat sakit kuning disangkal, riwayat konsumsi obat pereda nyeri (+) selama 2 bulan. Dokter memberikan obat lanzoprazol dan sucralfate. Apa fungsi obat sucralfate pada pasien?","","Menghambat produksi asam lambung dengan menghambat pompa ion H+","Melapisi dan melindungi mukosa lambung yang luka","Merangsang produksi mucus protektan lambung","Menetralkan ph asam lambung","Merangsang peristaltic lambung","B"
"kedokteran","Penyakit Dalam","TROPMED – GASTRO – HEPATO","Ulkus Duodenum = cenderung melena","pmb","Seorang laki-laki usia 65 tahun datang dengan keluhan BAB hitam seperti petis sebanyak 4x sejak 6 jam yang lalu. Mual dan muntah disangkal, nyeri perut juga disangkal. Pasien memiliki riwayat konsumsi obat jantung rutin (clopidogrel, aspirin, amlodipin). Dari pemeriksaan fisik didapatkan TD 90/70, HR 120x/menit reguler teraba lemah, RR 22x/menit, Tax 36. Pada RT didapatkan feses cair hitam. Letak organ yang terkena adalah...","","Esofagus-gaster","Kolon","Rektum","Duodenum","Appendix","D"
"kedokteran","Penyakit Dalam","TROPMED – GASTRO – HEPATO","","pmb","Laki- laki usia 40 tahun dating dengan keluhan nyeri seluruh lapang perut sejak tadi pagi. Sebelumnya pasien sempat mengeluhkan nyeri pada ulu hati sejak seminggu terakhir. Pasien memiliki riwayat minum obat-obatan penghilang nyeri yang dibeli di warung. Dari pemeriksaan fisik vital sign TD 110/70, RR 20x/m, tax 36C HR 100x/m. pada pemeriksaan abdomen didapatkan distensi dan bising usus menurun, dan defans muskular (+). Diagnosis pasien adalah …","","Ileus obstruksi","Apendisitis","Ulkus gaster","Peritonitis","Ulkus duodenum","D"
"kedokteran","Penyakit Dalam","TROPMED – GASTRO – HEPATO","Gastritis Akut","pmb","Seorang perempuan 20 tahun datang ke IGD dengan keluhan nyeri ulu hati, kadang disertai mual dan muntah. BAB dan BAK tidak ada keluhan. Akhir-akhir ini pasien sering sekali telat makan karena deadline tugas kuliah yang menumpuk. Pada pemeriksaan fisik didapatkan nyeri tekan pada epigastrium. Pada pemeriksaan endoskopi ditemukan erosi mukosa di antrum gaster, diduga karena peningkatan HCL. Tatalaksana lini pertama yg tepat adalah?","","Prokinetik","Antasida","PPI","Antihistamin-2","Antagonis reseptor serotonin","B"
